Region,State,Pincode,Year,Quarter,Total_transaction_count,Total_transaction_amount
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2018,Q1,335,413961.2749699699
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2018,Q1,168,213086.59438582062
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2018,Q2,107488,158175937.8700928
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2018,Q2,42931,72414096.31243189
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2018,Q2,24403,31388224.686525453
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2018,Q2,21154,28750904.67670025
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2018,Q2,3563,6593600.730532296
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2018,Q2,1690,2467269.461487418
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2018,Q2,881,1471603.4288316348
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2018,Q2,371,605000.9332907782
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2018,Q2,145,204133.5562592716
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2018,Q3,147182,231027621.23926872
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2018,Q3,64474,105714782.73660159
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2018,Q3,39682,54371575.11900766
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2018,Q3,30669,42233803.974851705
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2018,Q3,4313,8991943.769468328
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2018,Q3,1576,3597045.1004293105
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2018,Q3,977,899273.6644538083
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2018,Q3,481,507453.95234789746
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2018,Q3,221,296096.12174656213
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2018,Q4,205341,336872613.47805977
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2018,Q4,91229,159795360.8732372
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2018,Q4,54969,78880028.90316722
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2018,Q4,42234,62561669.93918641
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2018,Q4,5233,11360873.230397746
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2018,Q4,2903,5648464.117692966
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2018,Q4,1096,1951463.4595020716
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2018,Q4,807,1388769.2838886275
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2018,Q4,270,291373.5157545934
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2019,Q1,320483,421520724.75977975
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2019,Q1,145955,208892938.21637568
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2019,Q1,112511,105539374.98606506
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2019,Q1,65730,84032725.73878577
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2019,Q1,7898,12394180.666337896
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2019,Q1,6300,7473792.769439252
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2019,Q1,1409,1601086.8457989504
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2019,Q1,1098,1444872.3283073723
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2019,Q1,430,470079.7390118655
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2019,Q2,229045,389519722.1058071
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2019,Q2,111236,202373380.58958167
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2019,Q2,71495,99056958.41760334
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2019,Q2,47528,75930562.7899149
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2019,Q2,21704,40627554.17800613
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2019,Q2,5655,12129857.247605043
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2019,Q2,1356,2309413.869195806
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2019,Q2,1222,2177268.8160403357
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2019,Q2,415,316558.5513168012
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2019,Q3,321026,484826521.3424107
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2019,Q3,144490,226559294.0729215
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2019,Q3,90050,120472135.25551468
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2019,Q3,64662,94795355.50619671
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2019,Q3,9441,17692347.90566071
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2019,Q3,5425,12849978.093659405
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2019,Q3,1792,1826162.00302335
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2019,Q3,1320,1878034.1297022616
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2019,Q3,545,571645.5392825069
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2019,Q4,386314,614130571.5198164
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2019,Q4,174763,287041933.8727873
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2019,Q4,105431,153687707.37839586
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2019,Q4,79098,122229526.49969131
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2019,Q4,12820,25672376.285327867
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2019,Q4,6183,17904499.60168275
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2019,Q4,2000,2582867.811461056
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2019,Q4,1891,2859152.612099316
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2019,Q4,471,532626.4297780144
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2020,Q1,441116,671365594.9261298
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2020,Q1,197542,314823912.29752886
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2020,Q1,118443,163946665.98593232
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2020,Q1,94689,142512717.44225273
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2020,Q1,13048,24718258.57757958
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2020,Q1,7993,17911001.114005364
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2020,Q1,2823,3508391.977673139
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2020,Q1,2496,3515244.917610649
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2020,Q1,429,461582.05380505964
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2020,Q2,501163,685517651.4043604
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2020,Q2,210060,293082598.2688558
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2020,Q2,129647,144719463.21721458
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2020,Q2,105952,133490801.71631071
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2020,Q2,10170,14954548.269439694
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2020,Q2,9711,22168457.78781229
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2020,Q2,3421,4757967.5545071745
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2020,Q2,2464,2690937.0835044077
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2020,Q2,564,994028.5860516636
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2020,Q3,612080,919516792.6168573
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2020,Q3,240177,396068334.8469492
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2020,Q3,133805,186062492.63972354
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2020,Q3,123353,193598669.77190793
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2020,Q3,11810,20980716.072129883
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2020,Q3,10355,24001049.88871453
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2020,Q3,3765,5593842.166783568
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2020,Q3,2309,2678665.426005557
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2020,Q3,658,1288551.5702918216
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2020,Q4,983398,1374632600.8369546
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2020,Q4,386879,614498158.3519889
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2020,Q4,203349,298144871.50685096
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2020,Q4,195578,308847420.7804359
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2020,Q4,23557,51879988.881247215
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2020,Q4,12306,33140156.79102123
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2020,Q4,6766,8729846.58144759
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2020,Q4,5159,9482020.154901681
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2020,Q4,799,1156036.9436559002
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2021,Q1,1012000,1485582190.5625858
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2021,Q1,436569,706553627.961648
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2021,Q1,218763,324695232.2098592
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2021,Q1,206428,339864373.41451025
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2021,Q1,26897,58721427.68946643
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2021,Q1,10526,27398296.955953956
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2021,Q1,8876,12517102.553139005
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2021,Q1,4421,8927650.380544107
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2021,Q1,764,1373009.4657990413
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2021,Q2,1116145,1605778312.2955143
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2021,Q2,483461,729957855.3925527
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2021,Q2,244747,339007704.4311948
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2021,Q2,234748,375901354.2322214
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2021,Q2,22524,54226978.806524165
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2021,Q2,12826,37078042.59425647
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2021,Q2,4968,5114014.400972446
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2021,Q2,4701,7722440.825679861
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2021,Q2,963,2881758.439986662
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2021,Q3,1638554,2161174008.8665886
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2021,Q3,711442,1004074143.2475473
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2021,Q3,358966,455842640.0651342
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2021,Q3,340968,512051027.36675966
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2021,Q3,43817,99557825.15305983
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2021,Q3,13815,39646220.35437848
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2021,Q3,13281,15342981.992130537
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2021,Q3,7258,15140901.551349917
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2021,Q3,1369,3109354.194559193
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2021,Q4,2185292,2785135349.772399
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2021,Q4,933996,1279955683.7605495
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2021,Q4,466238,678788229.6586452
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2021,Q4,460444,587732423.5031067
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2021,Q4,56563,126385882.98313463
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2021,Q4,22713,28100459.0672345
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2021,Q4,20903,59141887.35630301
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2021,Q4,9229,16955560.119017802
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2021,Q4,1707,3643910.110268616
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2022,Q1,2529505,3175914207.706642
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2022,Q1,1063029,1377708092.467782
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2022,Q1,548668,778923921.3410132
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2022,Q1,542827,662238673.7185507
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2022,Q1,61125,132959887.04473493
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2022,Q1,23941,28860384.012318004
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2022,Q1,22718,58151281.657628626
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2022,Q1,9142,18522402.201508123
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2022,Q1,1848,3769517.11221231
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2022,Q2,3036361,3510648290.549227
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2022,Q2,1265263,1555471670.5106633
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2022,Q2,669168,874017854.4522531
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2022,Q2,624136,726057284.614956
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2022,Q2,86725,176999274.61440217
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2022,Q2,34008,40143120.16860029
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2022,Q2,29535,78134342.57242805
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2022,Q2,12175,27561948.540993102
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2022,Q2,2400,6125994.787314363
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2022,Q3,3258977,3694118763.925285
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2022,Q3,1611322,1870810815.3123794
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2022,Q3,740384,907966838.3406518
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2022,Q3,676827,734945405.1022592
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2022,Q3,110894,191476706.81357902
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2022,Q3,29552,33066054.854626738
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2022,Q3,24481,59886035.64910581
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2022,Q3,10546,23234229.709624004
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2022,Q3,2638,5142509.79192865
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2022,Q4,3819682,4120308217.5601406
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2022,Q4,1522368,1761568434.8514998
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2022,Q4,870173,1013726732.5665324
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2022,Q4,785689,825148911.4634712
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2022,Q4,109260,191451169.95900574
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2022,Q4,36803,42568939.969066985
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2022,Q4,29723,68740047.95433974
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2022,Q4,13387,30385356.510424882
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2022,Q4,2500,5742935.246648394
Northern Region,Delhi,110006,2018,Q1,2636324,3714139312.238586
Northern Region,Delhi,110011,2018,Q1,490950,754671792.2704033
Northern Region,Delhi,110092,2018,Q1,195216,333413736.0888477
Northern Region,Delhi,110059,2018,Q1,162674,267828715.66707176
Northern Region,Delhi,110044,2018,Q1,136670,200394849.45420197
Northern Region,Delhi,110086,2018,Q1,108360,143566310.06551883
Northern Region,Delhi,110084,2018,Q1,105336,139880045.8768048
Northern Region,Delhi,110096,2018,Q1,105018,161837400.85010183
Northern Region,Delhi,110085,2018,Q1,93946,174021234.45011505
Northern Region,Delhi,110043,2018,Q1,93278,144808343.38100114
Northern Region,Delhi,110006,2018,Q2,3069733,5237594871.124264
Northern Region,Delhi,110011,2018,Q2,579110,1109171854.775809
